Postanski_ured;Mjesto;Zupanija
22222;Ždrapanj;ŠIBENSKO-KNINSKA
22223;Bribir;ŠIBENSKO-KNINSKA
22223;Cicvare;ŠIBENSKO-KNINSKA
22223;Čista Mala;ŠIBENSKO-KNINSKA
22223;Krković;ŠIBENSKO-KNINSKA
22223;Lađevci;ŠIBENSKO-KNINSKA
22223;Međare;ŠIBENSKO-KNINSKA
22223;Piramatovci;ŠIBENSKO-KNINSKA
22223;Žažvić;ŠIBENSKO-KNINSKA
22232;Zlarin;ŠIBENSKO-KNINSKA
22233;Prvić Luka;ŠIBENSKO-KNINSKA
22234;Prvić Šepurine;ŠIBENSKO-KNINSKA
22235;Kaprije;ŠIBENSKO-KNINSKA
22236;Žirje;ŠIBENSKO-KNINSKA
22240;Dazlina;ŠIBENSKO-KNINSKA
22240;Dubrava kod Tisnoga;ŠIBENSKO-KNINSKA
22240;Tisno;ŠIBENSKO-KNINSKA
22242;Jezera;ŠIBENSKO-KNINSKA
22243;Kornati;ŠIBENSKO-KNINSKA
22243;Murter;ŠIBENSKO-KNINSKA
22244;Betina;ŠIBENSKO-KNINSKA
22300;Biskupija;ŠIBENSKO-KNINSKA
22300;Knin;ŠIBENSKO-KNINSKA
22300;Kninsko Polje;ŠIBENSKO-KNINSKA
22300;Kovačić;ŠIBENSKO-KNINSKA
22300;Ljubač;ŠIBENSKO-KNINSKA
22300;Potkonje;ŠIBENSKO-KNINSKA
22300;Vrbnik;ŠIBENSKO-KNINSKA
22300;Vrpolje;ŠIBENSKO-KNINSKA
22300;Žagrović;ŠIBENSKO-KNINSKA
22301;Golubić;ŠIBENSKO-KNINSKA
22302;Polača;ŠIBENSKO-KNINSKA
22303;Bargatić;ŠIBENSKO-KNINSKA
22303;Bobodol;ŠIBENSKO-KNINSKA
22303;Čitluk;ŠIBENSKO-KNINSKA
22303;Lukar;ŠIBENSKO-KNINSKA
22303;Ljubotić;ŠIBENSKO-KNINSKA
22303;Matase;ŠIBENSKO-KNINSKA
22303;Mratovo;ŠIBENSKO-KNINSKA
22303;Oklaj;ŠIBENSKO-KNINSKA
22303;Puljane;ŠIBENSKO-KNINSKA
22303;Razvođe;ŠIBENSKO-KNINSKA
22303;Suknovci;ŠIBENSKO-KNINSKA
22304;Radučić;ŠIBENSKO-KNINSKA
22305;Biovičino Selo;ŠIBENSKO-KNINSKA
22305;Ivoševci;ŠIBENSKO-KNINSKA
22305;Kistanje;ŠIBENSKO-KNINSKA
22305;Kolašac;ŠIBENSKO-KNINSKA
22305;Modrino Selo;ŠIBENSKO-KNINSKA
22305;Nunić;ŠIBENSKO-KNINSKA
22305;Parčić;ŠIBENSKO-KNINSKA
22306;Ervenik;ŠIBENSKO-KNINSKA
22307;Mokro Polje;ŠIBENSKO-KNINSKA
22310;Cetina;ŠIBENSKO-KNINSKA
22310;Civljane;ŠIBENSKO-KNINSKA
22310;Kijevo;ŠIBENSKO-KNINSKA
22311;Strmica;ŠIBENSKO-KNINSKA
22312;Markovac;ŠIBENSKO-KNINSKA
22312;Orlić;ŠIBENSKO-KNINSKA
22312;Ramljane;ŠIBENSKO-KNINSKA
22312;Riđane;ŠIBENSKO-KNINSKA
22312;Uzdolje;ŠIBENSKO-KNINSKA
22312;Zvjerinac;ŠIBENSKO-KNINSKA
22317;Plavno;ŠIBENSKO-KNINSKA
22317;Radljevac;ŠIBENSKO-KNINSKA
22318;Oćestovo;ŠIBENSKO-KNINSKA
22318;Oton;ŠIBENSKO-KNINSKA
22318;Pađene;ŠIBENSKO-KNINSKA
22319;Đevrske;ŠIBENSKO-KNINSKA
22319;Gošić;ŠIBENSKO-KNINSKA
22319;Kakanj;ŠIBENSKO-KNINSKA
22319;Krnjeuve;ŠIBENSKO-KNINSKA
22319;Smrdelje;ŠIBENSKO-KNINSKA
22319;Varivode;ŠIBENSKO-KNINSKA
22319;Zečevo;ŠIBENSKO-KNINSKA
22320;Badanj;ŠIBENSKO-KNINSKA
22320;Drniš;ŠIBENSKO-KNINSKA
22320;Kričke;ŠIBENSKO-KNINSKA
22320;Lišnjak;ŠIBENSKO-KNINSKA
22320;Moseć;ŠIBENSKO-KNINSKA
22320;Pakovo Selo;ŠIBENSKO-KNINSKA
22320;Trbounje;ŠIBENSKO-KNINSKA
22320;Velušić;ŠIBENSKO-KNINSKA
22320;Žitnić;ŠIBENSKO-KNINSKA
22321;Biočić;ŠIBENSKO-KNINSKA
22321;Kadina Glavica;ŠIBENSKO-KNINSKA
22321;Kanjane;ŠIBENSKO-KNINSKA
22321;Miočić;ŠIBENSKO-KNINSKA
22321;Parčić;ŠIBENSKO-KNINSKA
22321;Siverić;ŠIBENSKO-KNINSKA
22321;Štikovo;ŠIBENSKO-KNINSKA
22321;Tepljuh;ŠIBENSKO-KNINSKA
22322;Baljci;ŠIBENSKO-KNINSKA
22322;Čavoglave;ŠIBENSKO-KNINSKA
22322;Gradac;ŠIBENSKO-KNINSKA
22322;Kljake;ŠIBENSKO-KNINSKA
22322;Mirlović Polje;ŠIBENSKO-KNINSKA
22322;Otavice;ŠIBENSKO-KNINSKA
22322;Ružić;ŠIBENSKO-KNINSKA
22322;Umljanovići;ŠIBENSKO-KNINSKA
22323;Cera;ŠIBENSKO-KNINSKA
22323;Čvrljevo;ŠIBENSKO-KNINSKA
22323;Donje Planjane;ŠIBENSKO-KNINSKA
22323;Donje Utore;ŠIBENSKO-KNINSKA
22323;Donje Vinovo;ŠIBENSKO-KNINSKA
22323;Gornje Planjane;ŠIBENSKO-KNINSKA
22323;Gornje Utore;ŠIBENSKO-KNINSKA
22323;Gornje Vinovo;ŠIBENSKO-KNINSKA
22323;Koprno;ŠIBENSKO-KNINSKA
22323;Ljubostinje;ŠIBENSKO-KNINSKA
22323;Mirlović Zagora;ŠIBENSKO-KNINSKA
22323;Nevest;ŠIBENSKO-KNINSKA
22323;Ostrogašica;ŠIBENSKO-KNINSKA
22323;Podumci;ŠIBENSKO-KNINSKA
22323;Sedramić;ŠIBENSKO-KNINSKA
22323;Unešić;ŠIBENSKO-KNINSKA
22323;Visoka;ŠIBENSKO-KNINSKA
22324;Bogatić;ŠIBENSKO-KNINSKA
22324;Brištane;ŠIBENSKO-KNINSKA
22324;Drinovci;ŠIBENSKO-KNINSKA
22324;Kaočine;ŠIBENSKO-KNINSKA
22324;Karalić;ŠIBENSKO-KNINSKA
22324;Ključ;ŠIBENSKO-KNINSKA
22324;Nos Kalik;ŠIBENSKO-KNINSKA
22324;Širitovci;ŠIBENSKO-KNINSKA
23000;Babindub;ZADARSKA
23000;Briševo;ZADARSKA
23000;Crno;ZADARSKA
23000;Murvica;ZADARSKA
23000;Zadar;ZADARSKA
23205;Bibinje;ZADARSKA
23206;Debeljak;ZADARSKA
23206;Podvršje;ZADARSKA
23206;Sukošan;ZADARSKA
23207;Donje Raštane;ZADARSKA
23207;Gornje Raštane;ZADARSKA
23207;Sikovo;ZADARSKA
23207;Sv. Filip i Jakov;ZADARSKA
23207;Turanj;ZADARSKA
23210;Biograd na moru;ZADARSKA
23210;Vrana;ZADARSKA
23210;Vrgada;ZADARSKA
23211;Drage;ZADARSKA
23211;Pakoštane;ZADARSKA
23212;Kraj;ZADARSKA
23212;Tkon;ZADARSKA
23222;Galovac;ZADARSKA
23222;Gorica;ZADARSKA
23222;Smoković;ZADARSKA
23222;Zemunik;ZADARSKA
23222;Zemunik Gornji;ZADARSKA
23223;Prkos;ZADARSKA
23223;Škabrnja;ZADARSKA
23226;Pridraga;ZADARSKA
23231;Kožino;ZADARSKA
23231;Petrčane;ZADARSKA
23232;Nin;ZADARSKA
23232;Ninski Stanovi;ZADARSKA
23232;Zaton;ZADARSKA
23233;Privlaka;ZADARSKA
23234;Lozice;ZADARSKA
23234;Torovi;ZADARSKA
23234;Vir;ZADARSKA
23235;Grbe;ZADARSKA
23235;Poljica;ZADARSKA
23235;Poljica-Brig;ZADARSKA
23235;Vrsi;ZADARSKA
23235;Žerava;ZADARSKA
23241;Dračevac Ninski;ZADARSKA
23241;Islam Latinski/dio Rupalj/;ZADARSKA
23241;Lovinac;ZADARSKA
23241;Poličnik;ZADARSKA
23241;Suhovare;ZADARSKA
23241;Visočane;ZADARSKA
23242;Islam Latinski/dio Podgradi;ZADARSKA
23242;Posedarje;ZADARSKA
23244;Seline;ZADARSKA
23244;Starigrad;ZADARSKA
23245;Tribanj;ZADARSKA
23247;Slivnica;ZADARSKA
23247;Vinjerac;ZADARSKA
23248;Jovići;ZADARSKA
23248;Krneza;ZADARSKA
23248;Ljubač;ZADARSKA
23248;Ljubački Stanovi;ZADARSKA
23248;Podvršje;ZADARSKA
23248;Radovin;ZADARSKA
23248;Ražanac;ZADARSKA
23248;Rtina;ZADARSKA
23249;Dinjiška;ZADARSKA
23249;Gorica;ZADARSKA
23249;Miškovići;ZADARSKA
23249;Povljana;ZADARSKA
23249;Smokvica;ZADARSKA
23249;Stara Vas;ZADARSKA
23249;Vlašići;ZADARSKA
23249;Vrčići;ZADARSKA
23250;Bašana;ZADARSKA
23250;Košljun;ZADARSKA
23250;Pag;ZADARSKA
23251;Gajac;ZADARSKA
23251;Kolan;ZADARSKA
23251;Mandre;ZADARSKA
23251;Šimuni;ZADARSKA
23262;Barotul;ZADARSKA
23262;Pašman;ZADARSKA
23263;Banj;ZADARSKA
23263;Dobropoljana;ZADARSKA
23263;Ždrelac;ZADARSKA
23264;Mrljane;ZADARSKA
23264;Neviđane;ZADARSKA
23271;Kukljica;ZADARSKA
23272;Kali;ZADARSKA
23273;Ošljak;ZADARSKA
23273;Poljana;ZADARSKA
23273;Preko;ZADARSKA
23273;Sutomišćica;ZADARSKA
23274;Lukoran;ZADARSKA
23275;Ugljan;ZADARSKA
23281;Sali;ZADARSKA
23281;Zaglav;ZADARSKA
23282;Luka;ZADARSKA
23282;Žman;ZADARSKA
23283;Rava;ZADARSKA
23284;Mali Iž;ZADARSKA
23284;Veli Iž;ZADARSKA
23285;Brbinj;ZADARSKA
23285;Savar;ZADARSKA
23286;Božava;ZADARSKA
23286;Dragove;ZADARSKA
23286;Zverinac;ZADARSKA
23287;Soline;ZADARSKA
23287;Veli Rat;ZADARSKA
23291;Rivanj;ZADARSKA
23291;Sestrunj;ZADARSKA
23292;Brgulje;ZADARSKA
23292;Molat;ZADARSKA
23292;Zapuntel;ZADARSKA
23293;Ist;ZADARSKA
23294;Premuda;ZADARSKA
23295;Silba;ZADARSKA
23296;Olib;ZADARSKA
23312;Novigrad;ZADARSKA
23312;Paljuv;ZADARSKA
23420;Benkovac;ZADARSKA
23420;Benkovačko Selo;ZADARSKA
23420;Brgud;ZADARSKA
23420;Buković;ZADARSKA
23420;Bulić;ZADARSKA
23420;Donje Ceranje;ZADARSKA
23420;Gornje Ceranje;ZADARSKA
23420;Kolarina;ZADARSKA
23420;Korlat;ZADARSKA
23420;Kožlovac;ZADARSKA
23420;Kula Atlagić;ZADARSKA
23420;Lepuri;ZADARSKA
23420;Lisičić;ZADARSKA
23420;Lišane Ostrovičke;ZADARSKA
23420;Miranje;ZADARSKA
23420;Nadin;ZADARSKA
23420;Ostrovica;ZADARSKA
23420;Perušić Benkovački;ZADARSKA
23420;Podgrađe;ZADARSKA
23420;Podlug;ZADARSKA
23420;Popovići;ZADARSKA
23420;Pristeg;ZADARSKA
23420;Raštević;ZADARSKA
23420;Šopot;ZADARSKA
23420;Zagrad;ZADARSKA
23420;Zapužane;ZADARSKA
23421;Bjelina;ZADARSKA
23421;Bruška;ZADARSKA
23421;Dobropoljci;ZADARSKA
23421;Rodaljice;ZADARSKA
23422;Banjevci;ZADARSKA
23422;Bila Vlaka;ZADARSKA
23422;Budak;ZADARSKA
23422;Crljenik;ZADARSKA
23422;Dobra Voda;ZADARSKA
23422;Morpolača;ZADARSKA
23422;Prović;ZADARSKA
23422;Radošinovci;ZADARSKA
23422;Stankovci;ZADARSKA
23422;Velim;ZADARSKA
23422;Vukšić;ZADARSKA
23423;Donja Jagodnja;ZADARSKA
23423;Gornja Jagodnja;ZADARSKA
23423;Kakma;ZADARSKA
23423;Lišane Tinjske;ZADARSKA
23423;Polača;ZADARSKA
23423;Tinj;ZADARSKA
23424;Donje Biljane;ZADARSKA
23424;Donji Kašić;ZADARSKA
23424;Gornje Biljane;ZADARSKA
23424;Islam Grčki;ZADARSKA
23424;Smilčić;ZADARSKA
23440;Cerovac;ZADARSKA
23440;Deringaj;ZADARSKA
23440;Duboki Dol;ZADARSKA
23440;Glogovo;ZADARSKA
23440;Grab;ZADARSKA
23440;Gračac;ZADARSKA
23440;Gubavčevo Polje;ZADARSKA
23440;Kijani;ZADARSKA
23440;Omsica;ZADARSKA
23440;Tomingaj;ZADARSKA
23440;Vučipolje;ZADARSKA
23441;Bruvno;ZADARSKA
23441;Mazin;ZADARSKA
23441;Rudopolje Bruvanjsko;ZADARSKA
23442;Nadvrelo;ZADARSKA
23442;Otrić;ZADARSKA
23442;Rastičevo;ZADARSKA
23442;Velika Popina;ZADARSKA
23443;Kom;ZADARSKA
23443;Palanka;ZADARSKA
23443;Pribudić;ZADARSKA
23443;Prljevo;ZADARSKA
23443;Zrmanja;ZADARSKA
23443;Zrmanja Vrelo;ZADARSKA
23445;Begluci;ZADARSKA
23445;Brotnja;ZADARSKA
23445;Dabašnica;ZADARSKA
23445;Kunovac Kupirovački;ZADARSKA
23445;Kupirovo;ZADARSKA
23445;Neteka;ZADARSKA
23445;Srb (Gornji i Donji);ZADARSKA
23445;Suvaja;ZADARSKA
23445;Zaklopac;ZADARSKA
23446;Drenovac Osredački;ZADARSKA
23446;Dugopolje;ZADARSKA
23446;Kaldrma;ZADARSKA
23446;Osredci;ZADARSKA
23446;Tiškovac Lički;ZADARSKA
23450;Bilišane;ZADARSKA
23450;Jasenice;ZADARSKA
23450;Kruševo;ZADARSKA
23450;Medviđa;ZADARSKA
23450;Muškovci;ZADARSKA
23450;Obrovac;ZADARSKA
23450;Rovanjska;ZADARSKA
23450;Zaton Obrovački;ZADARSKA
23450;Zelengrad;ZADARSKA
23451;Bogatnik;ZADARSKA
23451;Golubić;ZADARSKA
23451;Kaštel Žegarski;ZADARSKA
23451;Komazeci;ZADARSKA
23451;Krupa;ZADARSKA
23451;Nadvoda;ZADARSKA
23451;Žegar;ZADARSKA
23452;Gornji Karin;ZADARSKA
23452;Donji Karin;ZADARSKA
31000;Brijest;OSJEČKO-BARANJSKA
31000;Briješće;OSJEČKO-BARANJSKA
31000;Nemetin;OSJEČKO-BARANJSKA
31000;Osijek;OSJEČKO-BARANJSKA
31000;Podravlje;OSJEČKO-BARANJSKA
31000;Sarvaš;OSJEČKO-BARANJSKA
31000;Tvrđavica;OSJEČKO-BARANJSKA
31204;Bijelo Brdo;OSJEČKO-BARANJSKA
31205;Aljmaš;OSJEČKO-BARANJSKA
31206;Erdut;OSJEČKO-BARANJSKA
31207;Tenja;OSJEČKO-BARANJSKA
31207;Klisa;OSJEČKO-BARANJSKA
31208;Petrijevci;OSJEČKO-BARANJSKA
31214;Ada;OSJEČKO-BARANJSKA
31214;Korog;OSJEČKO-BARANJSKA
31214;Laslovo;OSJEČKO-BARANJSKA
31214;Palača;OSJEČKO-BARANJSKA
31214;Silaš;OSJEČKO-BARANJSKA
31215;Divoš;OSJEČKO-BARANJSKA
31215;Ernestinovo;OSJEČKO-BARANJSKA
31215;Koprivna;OSJEČKO-BARANJSKA
31215;Paulin Dvor;OSJEČKO-BARANJSKA
31215;Petrova Slatina;OSJEČKO-BARANJSKA
31215;Šodolovci;OSJEČKO-BARANJSKA
31216;Antunovac;OSJEČKO-BARANJSKA
31216;Ivanovac;OSJEČKO-BARANJSKA
31220;Višnjevac;OSJEČKO-BARANJSKA
31221;Josipovac;OSJEČKO-BARANJSKA
31222;Bizovac;OSJEČKO-BARANJSKA
31222;Cerovac;OSJEČKO-BARANJSKA
31222;Cret Bizovački;OSJEČKO-BARANJSKA
31222;Samatovci;OSJEČKO-BARANJSKA
31222;Satnica;OSJEČKO-BARANJSKA
31222;Selci;OSJEČKO-BARANJSKA
31223;Brođanci;OSJEČKO-BARANJSKA
31223;Habjanovci;OSJEČKO-BARANJSKA
31223;Novaki Bizovački;OSJEČKO-BARANJSKA
31224;Andrijevac;OSJEČKO-BARANJSKA
31224;Branimirovac;OSJEČKO-BARANJSKA
31224;Koška;OSJEČKO-BARANJSKA
31224;Ledenik;OSJEČKO-BARANJSKA
31224;Lug Subotički;OSJEČKO-BARANJSKA
31224;Niza;OSJEČKO-BARANJSKA
31224;Normanci;OSJEČKO-BARANJSKA
31224;Ordanja;OSJEČKO-BARANJSKA
31224;Topoline;OSJEČKO-BARANJSKA
31225;Breznica Našička;OSJEČKO-BARANJSKA
31225;Jelisavac;OSJEČKO-BARANJSKA
31225;Lađanska;OSJEČKO-BARANJSKA
31225;Ribnjak;OSJEČKO-BARANJSKA
31226;Dalj;OSJEČKO-BARANJSKA
31227;Harkanovci;OSJEČKO-BARANJSKA
31227;Ivanovci;OSJEČKO-BARANJSKA
31227;Marjančanci;OSJEČKO-BARANJSKA
31227;Zelčin;OSJEČKO-BARANJSKA
31300;Beli Manastir;OSJEČKO-BARANJSKA
31300;Luč;OSJEČKO-BARANJSKA
31300;Sudaraž;OSJEČKO-BARANJSKA
31300;Šećerana;OSJEČKO-BARANJSKA
31300;Širine;OSJEČKO-BARANJSKA
31300;Šumarina;OSJEČKO-BARANJSKA
31301;Branjin Vrh;OSJEČKO-BARANJSKA
31302;Kneževo;OSJEČKO-BARANJSKA
31303;Branjina;OSJEČKO-BARANJSKA
31303;Podolje;OSJEČKO-BARANJSKA
31303;Popovac;OSJEČKO-BARANJSKA
31304;Duboševica;OSJEČKO-BARANJSKA
31304;Topolje;OSJEČKO-BARANJSKA
31305;Draž;OSJEČKO-BARANJSKA
31305;Gajić;OSJEČKO-BARANJSKA
31306;Batina;OSJEČKO-BARANJSKA
31307;Zmajevac;OSJEČKO-BARANJSKA
31308;Suza;OSJEČKO-BARANJSKA
31309;Grabovac;OSJEČKO-BARANJSKA
31309;Jasenovac;OSJEČKO-BARANJSKA
31309;Kamenac;OSJEČKO-BARANJSKA
31309;Kneževi Vinogradi;OSJEČKO-BARANJSKA
31309;Kotlina;OSJEČKO-BARANJSKA
31309;Kozjak;OSJEČKO-BARANJSKA
31309;Mirkovac;OSJEČKO-BARANJSKA
31309;Mitrovac;OSJEČKO-BARANJSKA
31309;Sokolovac;OSJEČKO-BARANJSKA
31309;Tikveš;OSJEČKO-BARANJSKA
31309;Zlatna Greda;OSJEČKO-BARANJSKA
31315;Karanac;OSJEČKO-BARANJSKA
31321;Petlovac;OSJEČKO-BARANJSKA
31321;Zeleno Polje;OSJEČKO-BARANJSKA
31322;Baranjsko Petrovo Selo;OSJEČKO-BARANJSKA
31322;Novi Bezdan;OSJEČKO-BARANJSKA
31322;Novo Nevesinje;OSJEČKO-BARANJSKA
31322;Torjanci;OSJEČKO-BARANJSKA
31323;Bolman;OSJEČKO-BARANJSKA
31323;Majiške Međe;OSJEČKO-BARANJSKA
31323;Novi Bolman;OSJEČKO-BARANJSKA
31324;Jagodnjak;OSJEČKO-BARANJSKA
31325;Čeminac;OSJEČKO-BARANJSKA
31325;Kozarac;OSJEČKO-BARANJSKA
31325;Novi Čeminac;OSJEČKO-BARANJSKA
31326;Darda;OSJEČKO-BARANJSKA
31326;Mece;OSJEČKO-BARANJSKA
31326;Švajcarnica;OSJEČKO-BARANJSKA
31326;Uglješ;OSJEČKO-BARANJSKA
31327;Bilje;OSJEČKO-BARANJSKA
31327;Kopačevo;OSJEČKO-BARANJSKA
31327;Podunavlje;OSJEČKO-BARANJSKA
31327;Vardarac;OSJEČKO-BARANJSKA
31328;Lug;OSJEČKO-BARANJSKA
31400;Budrovci;OSJEČKO-BARANJSKA
31400;Đakovo;OSJEČKO-BARANJSKA
31400;Ivanovci Gorjanski;OSJEČKO-BARANJSKA
31400;Kuševac;OSJEČKO-BARANJSKA
31401;Forkuševci;OSJEČKO-BARANJSKA
31401;Viškovci;OSJEČKO-BARANJSKA
31401;Vučevci;OSJEČKO-BARANJSKA
31402;Kešinci;OSJEČKO-BARANJSKA
31402;Koritna;OSJEČKO-BARANJSKA
31402;Semeljci;OSJEČKO-BARANJSKA
31403;Beketinci;OSJEČKO-BARANJSKA
31403;Hrastovac;OSJEČKO-BARANJSKA
31403;Lipovac Hrastinski;OSJEČKO-BARANJSKA
31403;Široko Polje;OSJEČKO-BARANJSKA
31403;Vuka;OSJEČKO-BARANJSKA
31404;Dopsin;OSJEČKO-BARANJSKA
31404;Hrastin;OSJEČKO-BARANJSKA
31404;Vladislavci;OSJEČKO-BARANJSKA
31410;Merolino Sikirevačko;OSJEČKO-BARANJSKA
31410;Strizivojna;OSJEČKO-BARANJSKA
31411;Dragotin;OSJEČKO-BARANJSKA
31411;Hrkanovci Đakovački;OSJEČKO-BARANJSKA
31411;Kondrić;OSJEČKO-BARANJSKA
31411;Lapovci;OSJEČKO-BARANJSKA
31411;Svetoblažje;OSJEČKO-BARANJSKA
31411;Trnava;OSJEČKO-BARANJSKA
31415;Selci Đakovački;OSJEČKO-BARANJSKA
31416;Borojevci;OSJEČKO-BARANJSKA
31416;Breznica Đakovačka;OSJEČKO-BARANJSKA
31416;Čenkovo;OSJEČKO-BARANJSKA
31416;Levanjska Varoš;OSJEČKO-BARANJSKA
31416;Majar;OSJEČKO-BARANJSKA
31416;Milinac;OSJEČKO-BARANJSKA
31416;Musić;OSJEČKO-BARANJSKA
31416;Ovčara;OSJEČKO-BARANJSKA
31416;Paučje;OSJEČKO-BARANJSKA
31416;Ratkov Dol;OSJEČKO-BARANJSKA
31416;Slobodna Vlast;OSJEČKO-BARANJSKA
31417;Novi Perkovci;OSJEČKO-BARANJSKA
31417;Piškorevci;OSJEČKO-BARANJSKA
31418;Borovik;OSJEČKO-BARANJSKA
31418;Drenje;OSJEČKO-BARANJSKA
31418;Kućanci Đakovački;OSJEČKO-BARANJSKA
31418;Mandićevac;OSJEČKO-BARANJSKA
31418;Preslatinci;OSJEČKO-BARANJSKA
31418;Pridvorje;OSJEČKO-BARANJSKA
31418;Slatinik Drenjski;OSJEČKO-BARANJSKA
31421;Gašinci;OSJEČKO-BARANJSKA
31421;Satnica Đakovačka;OSJEČKO-BARANJSKA
31422;Gorjani;OSJEČKO-BARANJSKA
31422;Tomašinci;OSJEČKO-BARANJSKA
31423;Bračevci;OSJEČKO-BARANJSKA
31423;Bučje Gorjansko;OSJEČKO-BARANJSKA
31423;Paljevina;OSJEČKO-BARANJSKA
31423;Podgorje Bračevačko;OSJEČKO-BARANJSKA
31423;Potnjani;OSJEČKO-BARANJSKA
31424;Josipovac Punitovački;OSJEČKO-BARANJSKA
31424;Jurjevac Punitovački;OSJEČKO-BARANJSKA
31424;Krndija;OSJEČKO-BARANJSKA
31424;Punitovci;OSJEČKO-BARANJSKA
31431;Čepin;OSJEČKO-BARANJSKA
31431;Čepinski Martinci;OSJEČKO-BARANJSKA
31431;Čokadinci;OSJEČKO-BARANJSKA
31431;Livana;OSJEČKO-BARANJSKA
31431;Ovčara;OSJEČKO-BARANJSKA
31432;Budimci;OSJEČKO-BARANJSKA
31432;Poganovci;OSJEČKO-BARANJSKA
31433;Bijela Loza;OSJEČKO-BARANJSKA
31433;Kelešinka;OSJEČKO-BARANJSKA
31433;Kršinci;OSJEČKO-BARANJSKA
31433;Ostrošinci;OSJEČKO-BARANJSKA
31433;Podgorač;OSJEČKO-BARANJSKA
31433;Razbojište;OSJEČKO-BARANJSKA
31433;Stipanovci;OSJEČKO-BARANJSKA
31500;Brezik Našički;OSJEČKO-BARANJSKA
31500;Ceremošnjak;OSJEČKO-BARANJSKA
31500;Crna Klada;OSJEČKO-BARANJSKA
31500;Gradac Našički;OSJEČKO-BARANJSKA
31500;Gornja Motičina;OSJEČKO-BARANJSKA
31500;Granice;OSJEČKO-BARANJSKA
31500;Klokočevci;OSJEČKO-BARANJSKA
31500;Lila;OSJEČKO-BARANJSKA
31500;Lipine;OSJEČKO-BARANJSKA
31500;Londžica;OSJEČKO-BARANJSKA
31500;Makloševac;OSJEČKO-BARANJSKA
31500;Markovac Našički;OSJEČKO-BARANJSKA
31500;Martin;OSJEČKO-BARANJSKA
31500;Našice;OSJEČKO-BARANJSKA
31500;Polubaše;OSJEČKO-BARANJSKA
31500;Rozmajerovac;OSJEČKO-BARANJSKA
31500;Seona;OSJEČKO-BARANJSKA
31500;Velimirovac;OSJEČKO-BARANJSKA
31500;Vukojevci;OSJEČKO-BARANJSKA
31500;Zoljan;OSJEČKO-BARANJSKA
31511;Beljevina;OSJEČKO-BARANJSKA
31511;Bokšić;OSJEČKO-BARANJSKA
31511;Bokšić Lug;OSJEČKO-BARANJSKA
31511;Đurđenovac;OSJEČKO-BARANJSKA
31511;Gabrilovac;OSJEČKO-BARANJSKA
31511;Ličko Novo Selo;OSJEČKO-BARANJSKA
31511;Našičko Novo Selo;OSJEČKO-BARANJSKA
31511;Pribiševci;OSJEČKO-BARANJSKA
31511;Sušine;OSJEČKO-BARANJSKA
31511;Šaptinovci;OSJEČKO-BARANJSKA
31511;Teodorovac;OSJEČKO-BARANJSKA
31512;Feričanci;OSJEČKO-BARANJSKA
31512;Gazije;OSJEČKO-BARANJSKA
31512;Valenovac;OSJEČKO-BARANJSKA
31512;Vučjak Feričanački;OSJEČKO-BARANJSKA
31513;Donja Motičina;OSJEČKO-BARANJSKA
31530;Gezinci;OSJEČKO-BARANJSKA
31530;Krčenik;OSJEČKO-BARANJSKA
31530;Martinci Miholjački;OSJEČKO-BARANJSKA
31530;Orešnjak;OSJEČKO-BARANJSKA
31530;Podravska Moslavina;OSJEČKO-BARANJSKA
31531;Čret Viljevski;OSJEČKO-BARANJSKA
31531;Kapelna;OSJEČKO-BARANJSKA
31531;Viljevo;OSJEČKO-BARANJSKA
31540;Blanje;OSJEČKO-BARANJSKA
31540;Bockovac;OSJEČKO-BARANJSKA
31540;Donji Miholjac;OSJEČKO-BARANJSKA
31540;Ivanovo;OSJEČKO-BARANJSKA
31542;Brezovica;OSJEČKO-BARANJSKA
31542;Beničanci;OSJEČKO-BARANJSKA
31542;Kućanci;OSJEČKO-BARANJSKA
31542;Lacići;OSJEČKO-BARANJSKA
31542;Magadenovac;OSJEČKO-BARANJSKA
31542;Malinovac;OSJEČKO-BARANJSKA
31542;Šljivoševci;OSJEČKO-BARANJSKA
31543;Golinci;OSJEČKO-BARANJSKA
31543;Krunoslavje;OSJEČKO-BARANJSKA
31543;Miholjački Poreč;OSJEČKO-BARANJSKA
31543;Radikovci;OSJEČKO-BARANJSKA
31543;Rakitovica;OSJEČKO-BARANJSKA
31543;Čamagajevci;OSJEČKO-BARANJSKA
31550;Bocanjevci;OSJEČKO-BARANJSKA
31550;Gorica Valpovačka;OSJEČKO-BARANJSKA
31550;Ladimirevci;OSJEČKO-BARANJSKA
31550;Nard;OSJEČKO-BARANJSKA
31550;Šag;OSJEČKO-BARANJSKA
31550;Valpovo;OSJEČKO-BARANJSKA
31551;Belišće;OSJEČKO-BARANJSKA
31551;Bistrinci;OSJEČKO-BARANJSKA
31552;Bočkinci;OSJEČKO-BARANJSKA
31552;Podgajci Podravski;OSJEČKO-BARANJSKA
31552;Sveti Đurađ;OSJEČKO-BARANJSKA
31553;Črnkovci;OSJEČKO-BARANJSKA
31554;Gat;OSJEČKO-BARANJSKA
31554;Kitišanci;OSJEČKO-BARANJSKA
31554;Tiborjanci;OSJEČKO-BARANJSKA
31554;Veliškovci;OSJEČKO-BARANJSKA
31554;Vinogradci;OSJEČKO-BARANJSKA
31555;Kunišinci;OSJEČKO-BARANJSKA
31555;Marijanci;OSJEČKO-BARANJSKA
